content
Porter Sloane removed Jennifer Sloane from the group
You
Off the grid is tooo fire
You
Niko
Matt
Niko
is it just me or does he look like white garfield????
Look at him drive his kart
Oh cool
this guy

Whos baker mayfield?
Whats football?
Niko
I don't (I do actually)
I love RG3 dude
"Baker ""football"" mayfield my favorite player of game"
Baker mayfield plays football today\f0\9f\98\81
"Good afternoon, hurricane coming, my eye is twitching, I am in geaux meauxde I hope I kill this hurricane But first, Donda Kanye album"
Yall wanna do this?
Broooo noooo
Niko

Porter
ITS ACTUALLY OUT
BUT ITOUT
THE COVER SUCKS
ITS OUT
WHAT
WAIT WHAT
WAIT DONDA DROPPED
I was thinking what a bad thing to make a boat out of would be And I decided that making a boat out of water would make no sense at all So I think that water is the worst material to make a boat out of
who up playin with they worm?
Ok
Are you a raisin cuz u look old and wrinkly af
are u a raisin cause ur raisin my dick
what does she look like
 ?si=oMPTCiVjTLaURihCRE37ow&dl_branch=1
Yes
Niko will you be my step cuz
What r u doing step cuz
Ive never talked to her
I literally sit next to her in chemistry
Step cuz what are you doing
I just learned like 2 hours ago
LMAO
Apparently shes my step cousin
idk what she looks like
yeah
Shes a girl in our grade
familiar name
You know sofia glazen
yo
@maxzukerman

Micah
That will make any girl pass out because of how attractive it makes you
Like the bee movies
Hey bby
Be like
Get a girlfriend
Niko your my date
But at this rate
In an ideal world I wouldnt be able to take you guys because i would have a girlfriend
October 3rd?
Plz
nsp004 man face reveal today at UTC+7:00 time zone 9:15pm (Cambodia) only two more likes guys please!!
Benis
what is the opposite of BUSSIN?? CRINGE??? are you telling me you are CRINGE DUDE LOL?? \f0\9f\98\82\f0\9f\98\82\f0\9f\98\82\f0\9f\98\82
NEW SQUAT PR 307 LBS ONE MORE POUND AND I CAN SQUAT LIZZO WATCH OUT
ok
Let us know
When u figure out how to get us in
Ok
Thats true
its not like something specia happens after you stay a night
why not
what lol
Holy fuck dude
u can stay however long we need
yeah
For maybe Friday if we go to the game and Saturday
sure
Max could we like crash at ur house
Idk how it works for kids outside the school
idrk how hoco works
sure
aure
But like we go up that day
right
oh
No we have our football game
day before hoco
oct 8th*
we also have a home game against mentor (a nearby city) that day u should go to that if possible
LETS GOOOO
9-Oct
When is ur homecoming
Max
Porter
Niko
"GUYS DONT FORGET, AT 5 LIKES: NSP004 FACE REVEAL""{\""\"":\""\\e2\\9d\\a4\\ef\\b8\\8f\""","\""actor\"":\""Max Zukerman\""}","{\""\"":\""\\e2\\9d\\a4\\ef\\b8\\8f\""","\""actor\"":\""Micah Roth\""}","{\""\"":\""\\e2\\9d\\a4\\ef\\b8\\8f\""","\""actor\"":\""Niko Pitinii\""}]""",
sure
Then u can come to ours
sure
Can me and porter go to ur homecoming
whats up
what
Max
Max
Max
Max
John
John
John
John
Niko
Porter
kosta
kosta
kosta
me after seeing the new not_porter instagram post (real)

Niko
This is probably Susan B Anthony Share if you agree!"{\""\"":\""\\e2\\9d\\a4\\ef\\b8\\8f\""","\""actor\"":\""Niko Pitinii\""}]"""

You
Niko
You
Niko
just a giant hoax
Its a fake album
I almost guerrentee it
Same
thats 100% a kanye thing to do
Niko
Niko
Niko
i honestly could see donda never coming out
So random
And fucking Marilyn Manson
featuring dababy
i am the glob
Porter
You
Porter
Mabye Im not sure yet
Are you guys gonna be on later tonight?
Kk imma call my grandma then Ill hop on
Im on
Pog
I was actually just ab to call u
You home Niko?
Niko
Now Im at the mall
I was home
Porter
You
Or John
Niko you home yet?

Only if the helmet was on
Id fuck you
Bro
Porter
car
What
he wanted to make model E instead of 3 but he was threatened a lawsuit from ford
the tesla models are meant to be called model S3X
i just realized
Reviews dont matter for her
Billie will get aoty nominated because shes billie
Nas won rap album last year
lil nas x gonna win
nas wont get anything
Grammys love kendrick
So will kendrick if thats this year
Nas will get album of year nominated
Nas
we talking lil nas x or nas
Never won one
Grammys dont nominate cole
Nas will probably get nominated for overall album of year
and maybe off season
Will get rap nominated
its gotta beat out donda drake and nas
No
call me is not getting it tho 
It got good reviews
It wasnt that highly reviewed
No
sour is gonna get album of the year probably
good 4 u by olivia rodrigo is actually a p good song
DATA DA GUY FROM FORTNUT!
every ball
he owns them all
Possession of large testicles
porter \e2\80\9cballs enjoyer sloane
porters a big balls guy
Fortnut
Big for tnite guy
I j wanna play fortnite
Nothing
Cant Im going to the Indians game
what else would u be down to play
Im not in the mood for valorant
i dont wanna install or play fort really
bit*
ill play val in a but
Anyone wanna play fortnite
You
It was announced
You didnt call it
i called it last night
Niko
Calling it
Kanye is gonna drop same night as drake
Porter
Unless he forgor
Its not a real album
They wouldnt lie about that
Nah it probably isnt
Its cap
YOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOKKKKOOKHHSIWBRHJROSHXHBEBWBW
Porter
Porter

Micah
Micah
Micah
Niko
Matt
 -s7ks


i thought you overlayed a beatbox track on top of it but then i realized its just you guys
that acapella video is incredible
"\e2\80\9cLifes overrated, play video games - Danny Brown"
Get on
I want to play fortnite
Video call ended
Niko
No
Video call started

William knife man
That was awesome
As soon as I started beatboxing you changed your melody
Porter
"{\""\"":\""\\e2\\9d\\a4\\ef\\b8\\8f\""","\""actor\"":\""Micah Roth\""}]""""[{\uri\"":\""messages/inbox/how_vf1xo8bkpa/videos/video1630099293_4218622618187102mp4\""","\""creation_timestamp\"":1630099293}]"""
Nice
Niko
Porter
Porter
as of today this the most cursed thing ive ever seen
You
they premiered the release date on espn
drake album dropping september 3rd
or a falcon player in melee
nah hes a king k rool player
Probably kirby
is kendrick a fox player????
i thought it was keems line
Kendrick said that
Video call ended
Video call started
Duh
Thats why Im drinking it
Porter
YOOOOOO
Porter
Ye

\e2\80\9cpop off only on occasion brother is he a fox player at heart?
is baby keem a smash player???
I like it more than family ties but thats because Ive listened to it so much
Pretty good
Just listened to orange soda
Pop off only on occasion brother
Amazing brother
Or orange cream or whatever its called
And for keem in particular is only beat for me by orange soda
I dont agree in the slightest but its like a 8/10
Song of the year for me easily
Yeah
I didnt really feel that cuz I dont really listen to him like that
Yeah I guess
Also just that fact that Kendricks back after 4 years makes it hit so much harder
Yeah definitely keems best from what i heard
*keem
No \f0\9f\a7\a2
Kendrick did the same old Kendrick but keep had his second best song
I was not expecting that from him
Keem went off
I liked baby keen more on it tbh
They both did their thing
All like 3 beat switches are fire
Them going back in forth at the end goes so hard
That was fire
yes
Is that the Kendrick song
Im half way through
I like it so far
i am not a fan
Song of the year
john family ties is a fat fuckin flop
I just hate waking up
Its fun
I mean
School is so goated this year
U and me both
"Good morning, it is incredible how much I do not want to go to school today"
Niko shared a story
Niko
KENDRICK IS THE GREATEST ARTIST OF ALL TIME

Oh
Its another listenint party
Live streaming
But the post
Not true!
Its out!
Waiting
Im waitnf
John go to bed
Niko
They dont know
They cant describe it
Go to bed
Wait how do we know color blind people are color blind


Worth it
I got $120 worth today
too much vinyl
calm down bro

I remember it so vividly but cant say anything about it
What was this show

fr respect the hustle 
He chasin that bag tho
So stupid
nirvana baby cover guy is suing nirvana
City goin up
At the same time its also kinda really dumb
Lowkey kinda smart so the kids who play can learn about this
^
 ?s=12
Okay what is this MLK fortnite thing
Just say
About me
john im not gonna say any names but two girls today told me youre acgood looking dude
Micah
Micah
Micah
Im taking with me mum ab Afghanistan
Hold on
Wanna play?
Niko and John
Max my mom just said danny brown sounds like andre 3000
everyone is falling :(
not goku!


thats exciting
ooh
LETS GO FAYGO!!!
YOOOOOO
Porter

what do you think fortnites favorite book is?


Produced my metro
Maybe a drake song with future and thug tonight
LETS GO
YOOOO



january 22nd 
@nsp004


It was like a dedicated game mode
Yeah I played it
Porter
What
never thought i would type that sentence and yet here we are
fortnite is doing an MLK event sponsored by Time magazine
Niko
Micah
Micah
This is the truth
You
6 kills
#2

Id stay up for a lot
only a new tyler maybe
i wouldnt stay up for anything
I like him a lot
Huh nice
I really like thug
I havent exept wycleft Jean Or whatever its called
Yeah
Have you listened to jeffery
"2016 has pablo, coles best, kendrick, jeffery, atrocity exibition, we got it from here"
But thats every year before 2020 to me
Yeah
You also didnt listen to any of that stuff from 2016 till now
It crazy how my list follows the years for fortnite
Yeah but in 2019 I wouldnt have listened to that
Roddy ricch
Please excuse me for being anti social was 2019
Then 2019 then 2020
Late 2019 was bad and 2020 was bad
Yeah so my favorite year recently is probably 2017 with 2018 as second then 2016
Im excited cause this year is the first good year I actually listen to music
At what cost by gold link was 2017
Astroworld
*ever
One of my favorite tapes every
This was 2017
2017

Igor close but flower boy started igor so fair
Probably
Thats his most important album imo
Flower boy was 2017
Oh
I mean ? Like the x album
That one too
Allty 3
Lifes a trip
The trippie album you just got
?
Goodbye and good riddance
Kids see ghosts
Ye
Thats all i know
Die lit
2018 is my shit
Yeah
2016 was good but my taste started more in 2017
2016 stacked for artists i like
I like 2017 and 2018 much more
Self titled his best anyway
And 17 by X dropped
Carti didnt drop self titled until 2017 too
Ah
And he was a freshman in 2018
His debut tape came out in 2017
He wasnt out yet
What did trippie do in 2016
Yeah
*simmer
It gives albums that release late to summer
So than its actually for the year the album came out
I dont really care
I wish the grammys just did the show like the first week of the new year
But thats cuz it dropped on Christmas
Yeah cause of grammya
I mean like Id consider wlr to drop this year but it dropped last
2016 was such a good year
Maybe
Mabye it just feels like a 2017 album to me
Idk what I was thinking
Oh youre right

Maybe late 2016
90% sure
That was 2017
Birds
Birda
Travis didnt drop that year
Well kinda
Last time thar happened was 2016
Pretty much
"Kendrick, kanye, drake, cole and travis are the 5 biggest name rap artists and they all drop the same year"
Last year was pussy asf
Especially after last year
This year so good
No
His first album is a classic
Lil Tecca is also dropping
This year is insane
I was just gonna say im forgetting someone
So idk I think Travis will have a classic this year
"Also I didnt like off season that much, but thats just me"
Fair
I dont think hes the goat but I understand the praise
Also he made arguably the most important hip hop album ever
Im also not the biggest fan but they just dont hit the same now idk
"I think his new albums are great, but hes held to a high standard cause of his insane 90s run"
His new albums arent the same
Nas is over rated imo
"Tyler, trippie, cole, kendrick, kanye, drake, nas, nas x"
I agree
I still think cmiygl wins album of the year
But also this year is gonna be so stacked
1cmiygl 2tak
It has a good chance
Yeah
The lil nas album?
Imo
Hes my favorite artist ever and hasnt dropped in 4 years thats why jm staying up
Thats gonna be too 3 this year
Absolutely
But lil naz in 3 weeks
Me neither
I wouldnt stay up for Kendrick
Yeah
I guess I have to stay up to see if it drops
Well you wouldnt know until midnight
But not in any other case
Well yeah I would
Porter shared a story
Not even if donda drops
Im not staying up
If it doesnt drop im going to sleep
Ill listen to kendrick than kanye if it drops
I am
im not staying up
Kendrick always gets first listen
Westside gun can go tomorrow morning for me
westside gunn
Porter
We will talk about it at the next boy scout meeting
yes! surely that is the cure i just do not know how yet but it sounds smart
Martial law
defy the system they are trying to revoke monkey status from our children what are we supposed to do??
What do I do?
Bruh I low key dont want to be at school and I just wanna play Fortnite and have sex
Porter
Just had some coffee and a cinnamon muffin The coffee was alright but the muffin was great
Porter
Idk why it didnt send then
No that was last night
Dude
Early morning vicroys??


I am beyond happy rn
IM SO HAPPT
HOLY FUCK
AHHHHH
HES STREAMING AGAIN
video ^
 
WOWOWOWOWOOW
KING IS BACK
AN HOUR AGO
HE UPLOADED
HOLY FUCK
CARSON IS BACK
HES BACK
catch me in your girls lawn by tyler the creator
He sss with woman
Definitely worth the wait
Just watches the entire 12 minute g-trill vlog
Mungusvented
It has ended
I have called him
After you call him ill call and ask if his photos are printed
Im gonna ask him if he got his photos printed
Im doing it rn
Yup
Is Porter with woman
 
Would that be funny
Should i call him niko
I know where he is
Thats y I want u to call him
he said fuck you niko
Just do it
No reason
U should all call porter right now
Guys
But nah he tweakin
Who knows
What is thiscnah he tweakin tomfoolery
Bro what is happening w Instagram comments
That would be hard because od school tomorrow
"I just sat into the open toilet seat into water, but hey sometimes things happen and you just have to move on"
No  im not
Porter
Man he cant even keep his socks on

Thats actually a good shot
Man this kid cant shoot

Yall seen the Instagram comments
But its pink
i thought if anyone you would know
It barely makes sense
That was so stupid
There was no way I would have gotten that
thank you niko
i dont have purple sharpie
Not purple
Thats pink
what about now
 ?feature=share
I give up
Blue and pink
just the colors niko
ignore the words
The blue one says ap?
Thats not cosmo and Wanda
at some point it will come to you
Im scarred
you will
I dont get it
@nsp004

Niko
Kida
Wanna go?
Did yall know the jake Paul fight is in Cleveland
Niko
 ?v=o8w2twaoZF4
You
Niko
You
You named the group how
nah its dope
Thats weird
its probably sold out
wait id cop that
Matt
The fuck
What
Porter
I dont know if Im gay or not help guys maybe yahoo! answers knows???

Yooo
Too
Thats sick

Matt
Niko

whats it say sound doesnt work

And thats like way over priced
I dont know the actual name
Thats a steal
I didnt know those were only 50 bucks
Niko why did you refer to it as squishy lebron thing
refractory period??
Will do
Test it for me Niko
Good to know
So the limit is 55 got it
Its a black dildo
BLACK DILDO
whos gonna tell him \f0\9f\98\82
Ah
50 minutes
We onlt have 7
Cuz the school says 9 classes
That makes sense
Nevermind
How do you fit 9 classes
43 min
How long are classes
What
9
Do you have 8 or 7 periods
Thats nice
We go 7:50 to 2:55
Oh
242
Day
The period or the day
Like a minute ago
When do you end
It just started
Your already on your nexr period
Oh
735
What time does you school start
Im in his class now
Oh god
I was ready to watch actual animals eat
Not what i was expecting
Watch
 
How to they do it
Same with kangaroo
Alligator is a good one
Its such a good video
How do they eat
That YouTube video from like 2001
How
I LOVE THAT VIDEO
Troy just showed uschow animals eat their food
Micah
Micah
Micah
Can I put my balls in yo jaw
Bamsketball
Lebron jahames
Please tell me what a squishy lebron thing is
Matt
Micah
I agree max I am ready to take on the day
Matt
"Good morning, feeling rejuvenated, like I could take on the whole world today"
Whats a squishy lebron James thing?!
Thats too much
Omg
I just found one of those squishy lebron James things for 50 bucks
Niko
Came a long way from that Woodlawn park
Wear socks then its cool
Ill charge niko
Id do it for free wym
Easiest bag of my career
I mean with niko id do it for $10
In a heartbeat Id clap those cheeks
I gotta do it
Not gay but
For 120
120m is 120m
Oh fuck
I mean


Heard its on the rise
Invest in DNIYM
Im gonna invest in shopkins
best buy too
its happening

Wish it was that easy
Matt
You
Micah
Matt
Porter
This will affect the trout population i think
Why it movin so fast
this is crazy
it was at tilted last week
what??
Micah
Porter
But imagine if his name was just ye
Idk
What is he doing
This is what happens when u lock ur self in a stadium
Hes gone mad
Holy shit
Porter
thats absurd
it went up 35% in 3 hours
i thought they patched it?
Didnt we all ready do this one
Niko
here we go again
Oh god
worse
Mungus

uhhh
guys
guys
its alwayscwyd nevercGarfield Kart: Furious Racing
ty
Thats sick max!
a lil worse than others but its cool



Micah
Micah
steaks a little worse marbling but hey thats ok sometimes
you already know what time it is



Not me
Whos gonna tell em

Did you answer
Well
Weirdest thing ive heard today
Had an 8th grader ask me if I use something to make facial hair grow faster
I like when he sayscI get those goosebumps every time oh wait wrong rapper oops haha
Never heard of him
Yeah drake is very underground
It is a pretty underground lyric though you may not have heard it before
I also like the lyriccThe by Drake
Thats my favorite you probably havent heard it before
\e2\80\9cHotline bling
I like
Niko
"What is your favorite Drake lyric? Ill startcGods Plan, Gods Plan"
But only once
Aw man theres no escape now
Well if the FDA approved it
No excuses now \f0\9f\98\88
Porter 
Porter
7th grade
