content
Im fucking crying laughing in study hall because im listening to Dean mixtape
Based

I think I saw him working with oneohtrix point never so maybe
The damn is coming
New album?!
Wait yo

The rapper
Production



They changed kanyes picture on lastfm

 
About what
How the hell do you know about that
Sbke
Love that
Also this gem

Good ol ron
RONALD
This was second

From me Im assuming
I scrolled all the way down
The first picture ever sent in the chat

Hahaha
Thats insane
I have 156
Ill see
Oh ok
They are in rows of 2 and i had 24 rows
Counted
Or just count them
How do you see
47/1
I only have 47 albums saved
You should its really good

Ahh
I havent listened to graduation all the way thru
Wait Im thinking of college dropout
Yeah i like it a lot more than i used to
Graduation is very solid
Recently At long last asap or graduation
Whats your favorite album recently
Uno
Same but i also have 1 playlists
Than playlists
I probably have a lot more saved albums
Thats insane
Than how do you have 73
I dont use liked songs even
I do too
I just listen to full albums so i dont use playlists
71 playlists?
I have like 71

How
I dont have a playlist and i shuffle  liked songs
Uhhh


No
We are having a pig meat and greet
Im going to throw up
We are starting our pig dissection

idk
Micah
Is that army txt real




Niko

WOOOO
FOR THE FIRST TIME IN 2 MONTHS
THE CAVS WON
Im beyond pissed
First was the PS5
I got second in a give away
Good work lieutenant
I did win cavs tix for next season tho
I almost won a PS5 today
Oh guys I forgot to mention
Ill have time to kill friday
Maybe Friday
I wont play tonight
rip
ril
I wish though
I doubt well ever get enough for jackbox tonight or even ever unfortunately
Porters at work
Like smash
Ill play literally anything else
gotta start somewhere
idk
How many people do we have
No
yo lets play jackbox rn
Better get out of there
RUN
OH FUCK
Thats me bombing a small russian village

I will defalt dance
And drop bombs
I will be a plane flyer
yes
Max can reunite
Vietman
Russia
Nam
We r going to man
Max you werent born
June 2nd
john don't remind me about last time
Cause what if it happens again
Y r we talking about a draft
I call top
and we all share a big bunk bed
And we all get drafted
What if there is a draft
when
Which I am beyond excited about
Also the mask mandate is getting lifted
Interesting






Wait I did
Use it

niko really just sent his steam confirmation code  chat
Will do
try to get more
ok
Im down
anyone wanna jackbox tn

You changed the chat theme to Lavender

incog makes dope vids bro
theres some health benefits in the seeds but its so minimal that it doesnt matter
its a vegan thing i think
Yeah it is
No
Isnt that illegal
Thats insane
Exactly
Thats not aloud
He pulled out the stem and ate the rest
He ate everything
No
He ate the core
Friday night funking
Wait what
Thats unreal
I was actually so shocked
I didnt know that people ate the core
Holy shit
Soneone in my class just ate an entire apple
Me and your moms vagina \f0\9f\98\b3

Friday night funkin is actually a really good game
Sounds like logic but add some lyrics about how hes mixed



Funny
Not funny
When u put it like that
I mean
TRUE


The kanye thing
Is that real


Dont care
Plz answer my question
No
Nobody is discussing what the fuck is going on in this dudes bedroom
How do yall feel about coco Mellon having more subs then pewdiepie
Dudes down bad
My man sleeping with a watermelon
What

Maybe
Niko are you playing pokemon go
Wait nvm
Our season opener or like the whole nfl
Holy shit
Baker boutta get a son




kid
Thats just wholesome tbh what a nice lid

I doubt it
U guys wanna see something hilarious
Hello
Hey guys
Idk its weird
Why not just call it listens tho
Its my most since i got lastfm 2 months ago
Weird
Yeah
Is a scrobble a listen

Fuck me
60 gigs


W
Ok Im getting it
Thats true
Dlc can get got at any time
No DLc?
Standared
Or Mac cuz he would know
Im asking John
Yeah I know
I dont know a thing about it man
John????
Yall aint helpen
Should I get the standard version or the DLC too
It runs great on switch
You can easily
Im getting it
Eh fuck it
But who knows anymore
I think I have enough
But u need good hardware to run it
I have too
Heard its incredible
No
Have u played it
Get it
I have not
And I might get it
Its on sale
Has anyone played doom eternal
The duel
Worth the laugh
No thats funny
I cant believe I laughed at this shit


kosta
I give up

Poor kendra
Ahh
Kendra
Who is she
She will have to wait a while
@maxzukerman


Schizophrenia
Micah
Niko

Micah



first day at local produce store

Drip monkey

Micah
Two years ago hahaha
When was that tf


What\f0\9f\98\80





That definitely was not me
Um
I wasnt there probably
I dont remember football
"And then someone not naming names made it unfunny by using it every time"
You guys destroyed the joke
Football was funny the first and only time
What about football
We must play again in person with each other
Thats a great one as well
Its they do not do that
Holy shit I forgot about that
No
Jackbox greatest moment
My phone died - Floyd
Nerd
Haha
Laugh
Porters phone just died

Nice
Yeah
Isnt it like boobs or sun



Im going to bust

I cant take it
AAAAHHHHH STOP IT

Fuck you bitch ass whore

I gave you a second chance
Ima sumapon your mom
Try again i wont tell
Sumapon
Sumapon deez nuts
Its name is sukapon
Those nuts
These nuts

Alright nice
One sec I am rn
@not_porter have you ever had sex with a pharaoh
thats it
Topster is the actual name
Wikipedia
john whats that website where you rank albums
W
"i got a 50% on a math test and the teacher is doing a redo so i can take my test home and do it there than earn 50% back"
YOO
Me and niko are going to prom together

Kosta president kosta president
I hated homecoming so Im good
#NAME?
Imagine not going to prom this year lmao
TF2 textbook TF2 textbook

NOOOOOO
My bad
Oh wait nvm I work
Im down
"Lets just go do something this Saturday!! Since everyone is at prom lets do something!!"
Whats sophomore night
Sophomore night this Saturday!
All eight
Imagine going to school dances
If i could niko
Fuck
Oh right its prom
Please
Will someone play Pok\c3\a9mon go with me this weekend
TRUE








look at the above video
Yes Mateo?

@micahjroth




Or ever really
Niko now is not the time
U gonna bone
\f0\9f\91\8d\f0\9f\8f\bc
Sex
we have to play smash at his wedding
It is
Yeah
its on the 8th
john
wait


He never responded
I sent that to tom brady



you should send her this
porter just proved ut
He just did
can you be both swag and swag?
Id say swag
Both
smooth bro
I just sent lilia that and said baby porter says goodnight cutie am I swag or am I swag
Honestly I say go for it
do i do it
bro she keeps saying to ft her on her private but im too pussy to swipe up
Fuck this isnt google
Hot babies
TRUE
Baby porter lookin kinda cute
"\""actor\"":\""Instagram User\""}]""""[{\uri\"":\""messages/inbox/how_vf1xo8bkpa/photos/183446997_658202968351001_2391224198265375676_n_195672375718149jpg\""""\""creation_timestamp\"":1620700957}]"""
Ratiod by baby porter
I kinda sent the ss every two days
but nothing beats kia ultima
My bad lol
i thought it was relevant
yeah true
It was but now we overused the picture
Not anymore
Micah
Gonna be honest that one isnt that funny
Mid
local produce store type beat


Im dying at this

Mareep Jesus Christ
Mary Christmas
Ok Im going to bed

Asprin
Detective pikshi
Mario lasagna
Scoopity Doop
Scoopy doo
Tentadrool
Pp in the Vv
Edp445
Poopoo coomer
Among us
I agree
Please stop
Among us foot fetish
Eeve
Fortnite
Pok\c3\a9mon lets go pikachu and lets go eeve (2018)
Niko I got tickets to my downfall on vinyl
Slowpoking
Six dollars
Donald
Lil yachty
jigglypuffing
Fire monkey from Ben 10
2012 Kia ultima"\""actor\"":\""Niko Pitinii\""}]"""
Mewtwo
Cezpimn
Snorlacks
good one niko!
DayQuil
Shink
Fucking hell man i cant do this
Dquirl
Only fake names
Buballssore
No
Vaporian
Micah shut up
Squirle
Tird twig
Hmm i dont know that one
Squirter
Charcoal
Charlizard
Close enougj
Polachu
TRUE
I love Pok\c3\a9mon
"Ask her her favorite Pok\c3\a9mon personality instant girl catcher"
Truth
"Thats okay keep getting to know each other and getting comfortable around each other Hopefully you can meet in person soon! Just keep taking those baby steps"
she told me herself shes shy around ppl she's new to
Ahh the other 2 paragraphs didnt fit
Can you not
you can what
"In terms of male human and female Pok\c3\a9mon breeding Vaporeon is the most compatible Pok\c3\a9mon for humans Not only are they in the field egg group which is mostly comprised of mammals Vaporeon are an average of 303 tall and 639 pounds this means theyre large enough to be able handle human dicks and with their impressive Base Stats for HP and access to Acid Armor you can be rough with one Due to their mostly water based biology theres no doubt in my mind that an aroused Vaporeon would be incredibly wet so wet that you could easily have sex with one for hours without getting sore They can also learn the moves Attract Baby-Doll Eyes Captivate Charm and Tail Whip along with not having fur to hide nipples so itd be incredibly easy for one to get you in the mood With their abilities Water Absorb and Hydration they can easily recover from fatigue with enough water No other Pok\c3\a9mon comes close to this level of compatibility Also fun fact if you pull out enough you can"

Its okay to be nervous dude its totally natural If the conversations dont feel real or meaningful then maybe its not the way to go

i been doing that bro
Dont overthink it
Just talk normally
bro im talking w her again but im so scared to make a wrong move
should i get the second to last one


Very swag
Yes yes
vaccine just got approved for 12-15



boomerjim



yessirski
always time to bone
TRUE
So
Im asking the hard hitting questions
Or ever really
Niko now is not the time
U gonna bone
They call him the investigator
I thought we knew that
"Niko she just said She liked me and Im like yeah ok"
Max wanted it
Hey its ur gf

the computer button is being pushed
my attendance is approaching
And wait for your attendance
We will pause
Oh sorry

wait for me
sure
Yes in 1 sec
Anyone wanna get on discord and listen to music
Porter
Chill


HAHAHHAA
Among us feet
Max isnt your mom a nurse or something
He has been summoned
Who
@nsp004 this your boyfriend bro
Local produce store

This is some of the funniest shit Ive seen in a while
@not_porter this your friend bro?
@michaelzukerman75 this your son bro?
@maxzukerman ??
This u bro


Bahahhahahaa
No shot
i thought he meant a bar and some plates bro
Bruh you liked it
cap
Woah max likes it
My fat cock
Come here max Ill give you something to lift \f0\9f\98\98
he knows its bs lmao
I was gonna say you can do plate press but
ill get my dad to unban hes in a meeting rn
Oh
no bar or plates
no
Do you still have access to the plates
If you dont have a bar you cant deadlift either
"That really sucks tho u need to have your dad and you convince your mom to not ban it"
U can do it with pauses at the top and bottom of each rep ig
but thats ir
i can do super slowly
but incline is so hard to do for results
Oh word
i do overhead
our heaviest dumbell is 15lbs
Do dumbbell press
yeah
Do you still have dumbbells
Or if your form is ass with lots of weight
Maybe if you try to do like 300 pounds youll tear somthing
Youre only going to tear a muscle if its a weight overload and your body cant handle it
my brother or dad spot me
no like tear a muscle
As long as u know what youre doing or have a spotter with you its okay
the best part is that ive been benching for 2 months consistently
Does she think you are going to drop it on your chest
As long as youre doing it safe and not pushing your limits youre fine
That is ignorance at its finest
oh yeah lmao
No Im saying cap to breaking an organ
and plates
Porter
no she literally took our bar
That is cap
Bro she banned you
what do i do

"bc i can ""break an organ"""
my mom just banned me from bench pressing
Awesome

A contact changed the chat theme to Sushi
More than anything
He needs to know
He must know

Its all ancient posts from like 2012
This account is fucking great

Dude types like a knight from the 14th century
Consider me your player 2
This man has lost

Yeah sure
i havent heard anything yet
wanna listen together
Me too i heard it was pretty good
Matt
im gonna listne to it tn
thats so sick
oh
It was recorded around April 2020
how
Yeah czar and DOOM
new mf doom?!
He returns



Porter

Fury

Despair





Oh ok
Woman
No she is
Shes a horses girl
No i didnt record oy
Is she a horse girl
Did u get a video
No seggs
It was the weirdest thing
Barking
The teacher left and the girl started barkinh
Seggs
"I was taking a makeup test and it was just me and one other girl in the room"
Matt


"a si si"

Niko



Thats a girl boss moment
Just won 2 games of bed wars in a row
Yeah

o
Pretty much every game in steam goes on sale in early June/July and Christmas new year time
or some random sale
it might when silksong releases
Unless it goes on sale for the steam summer sale
Then no
no
Is it Mario
yes
Is it a playformer
no
Is it an rpg
its real time
then youll like hollow knight
I learned I like real time more then turned based
I never really liked the games
The most Pok\c3\a9mon I play rn is Pok\c3\a9mon go
no treecko is blue normally
That a shiny
?
actually
Around 1000 eggs
how many tries?
hype

LETSSA GOOOOOO

No way!
Oh no!


Still goated


nice

Valorant?
Am I the only one who didnt know Jake Paul got banned from the Logan Paul Floyd mayweather fight

Niko

I was gonna say
Ohhh

we just got it
were gonna hang it soon

Its not that hard to mount it
TRUE
Wtf is that
Or mount it
Get a TV stand
Max
its like july 4th here


Your dad types like a high school girl and its hilarious

Where are you max
Im here
The legendary meeting place
meet me at the commons
ill do it
Your welcome
Thank you John
I got you niko
Lunch
Cuz holy fuck I dont wanna make much
Someone should come make me breakfast in bed
better photo i took
Im doing something nice by sitting and bed and not being Niko for the day

Matt
yes i made foo
Do something nice for your moms
Its also Mothers Day
Definitely a russia thing
Never new that was a holiday
us europe and russia all signed a treaty that ended it
Yeah never heard of it
may 8 is when ww2 ended
Probably just a Russia thing
Didnt even know that was a thing
big holiday in russia us and europe
ww2 victory day
Matt  
Y
What
Whay
happy victory day lads
Nvm
Wait
Michelle is not his mother
Barack is definitely gonna have sex with Michelle today

I wish it hit northern Ohio instead
Yeah
Boo
We lived
The rocket landed in the ocean
It still looks good
Lol i just thought it was funny
It looks good though
now i cant unsee it
"bro john u ruined it forme"
No
Oh

No its not the quality
I know
its just android quality
its a heart bro
The first picture is horrifying for some reason
Matt
lil breakfast for damother


Bruh







Oh shoot you did sorry Max
you should green screen it and put the patrick meme on it
i just sent that
bro

Niko
Micah
@not_porter dis u ^







Niko

Bimgus



aoc started playing league
 _featuring_her_clutch_baron_snipe_on_ig/?utm_medium=android_app&utm_source=share
Wild
Hes probably dropping soon
The songs are old so probably place holders
No someone found it
You lying
How



What
john how did u talk to ur sister after she found the video lmao
Theft
 
Gimmie a sec
Oh yeah
does it use a beat from another song or somethinf
wait i swear ive heard miss the rage somewhere before
Dream stan

i passed it this morning lol
Micah
KIRBY
HOLLLLYYYYYYYYY SHITTTTTTTTTT
Niko

on bard
the guy he replied to is rank 1 korea
item on a league character
I just think its really funny
Idk what hes talking about
i dont play bard
@maxzukerman thoughts?


"this video is sogood"
 
No fucking way
Stop
Nice

Niko

Hi @truehellokittyfans
Matt added Hello Kitty Fanpage \f0\9f\98\bb 
New high score \f0\9f\94\a5 


Pusha T

The answer was lil uzi vert
Ahh see nobody is on the right track
No
Is it someone in this chat
No
No
Mine
Yours
But whos
Yes
Pp
No
Toilet
No
Sperm
No
Coin
The closest guess was cum
Yea
No
No
No
You
No
Pillow
No
Among us imposter
No
Straw wrapper
No
No
Pussy
Cum
First person to guess what this is gets 1 dollarr

Niko

a family i found on google reviews


he did a wheelie instead it was clean tho
i just told a guy in a wheelchair to do a kickflip
What are your thoughts on niko pitinii michael
@michaelzukerman75
Daddy zukk\f0\9f\98\a9
@michaelzukerman75
@michaelzukerman75
Love that Michael is still in here
Sponh
Empty space
Song
Orgy
Is there something in the top left corner
Spoongbobe
Spomgbob
I like it
Im not sure why but it is
This picture is cursed somehow



So thats every Lady streamer now
Matt
Niko
Yes
guys if a pornstar does a hot tub stream on twitch is it considered smurfing
Oh
Yeah its good
new trippie redd song
What
havent heard it yet
is mtr good



Micah
Micah

Like this
its more fun when its sus
cry over boys instead!
dont cry over girls micah
Thanks Max :)
Micah
Micah


Ik I sound dramatic but Im really going through it rn
"It really sucks giving your heart out to someone getting your hopes up bc they said they liked you then getting crushed"
The amount of times Ive cried over her is v unhealthy
What
or does it do it automatically
wait do u have to select rhem
Dont cry Micah






Troll

\e2\84\9d\f0\9d\95\96\f0\9d\95\a7\f0\9d\95\96\f0\9d\95\9f\f0\9d\95\98\f0\9d\95\96\f0\9d\95\a3\f0\9d\95\a4


myusernamehas25characters

So
cant im w my brother
Join discord
I looked up topster maker
how did u make that john

and then the two that i havent
the rest ive already heard
Im in an immense amount of emotional pain
"also listneed to some of the ones on there for the firsttime this past week"

Nice
i listened to the black star one and the mos def one in the car today
i think so




Video call ended
Video call started
Max youve listened to all of them?
Porter
Top left to bottom roght

thats it i think
or undeniable
i havent heard 4eva
ive heard every album on there i think
john how is it sorted


HEAT
bars or what ??
Aye
yuh
caught himself a kangaskhan
homie from turkmenistan
"Nah yugoslavian"
any khazakstanian arsonists in chat?
ACCIDENT

Another classic


Ill find it
Wheres firecracker
Classic video

Ive been waiting for 3 hours
Porter where are you
Im adding that to the old word list
Are you guys just gonna chill and talk on discord
Smile
Ah cool
There I asked
Hey Niko do you wanna get on with us?  \f0\9f\98\87
I dont really care tho
I know I wasnt asked
After I will
Im taking a bath
Ok
John you should hop on disc


Got it
No it was kosta

Deez nuts in yo mouth
Is that too Andy
Deez nuts in yo mouth
Dont
Matt
Oh boy
I have him right where I want him



He will faint
I cant wait for Michael to read this
I FORGOT ABOUT THAT
HOLY SHIT

I am going to remove your eyebrows
Funniest shit ive ever seen
Like he turned him self into a pickle
Strike two
Yall pickle rick is still funny
Explain
Go get him
Im about to get andy so good


Holy crap thats amazing
I dont even rember that
Revenge i guess

Dying frog
GOT ME GOOD THERE BUCKO

FUUUUUUUUCK HE GOT ME
Get nae naed
Saw con these nuts bitch
WHATS SAW CON???
Yeah!
SAW CON?!?!?!?!?
U guys ready for this years saw con!
Say cum but its pronounced sus
Say supercalifragilisticexpialidocious but its pronounced sus
Say among us but replace among us with Im the imposter
Ted bundh
We do a little trolling
Say I was in Venice but take out was in and replace the ice in Venice with ted


Oh no

We do a little trolling

FUCK

SHIT
WAIT
Megasus
Megasus
Pegasus
Say Pegasus but replace the P with an M
Council meeting with Michael
@michaelzukerman75

@michaelzukerman75 how do you feel about this
Porters the only one who can
Max a certified dumbass
My rights were revoked long ago
I cannot
Then again you added him
Guys take him out if max says so
W
HAHAHAHAHA W
HE SAID HES NOT REMOVING HIM
I am a fan of your hit youtube video dancing in tremblant
Anybody else commit arson in Yugoslavia recently?
Arson
And tax evasion
Including entrapment
Dont worry about it
Mike I am committing multiple crimes
Michael
What was that Matt
Hi mr zukk nothing going on here
Hold
Porter has to
Max you added him
Remoce
REMOCE
PLEASE
REMOCE HIM
Father zukk
Whom
You added Michael Zukerman 
Squirrel with ball

Half my camera roll is bio
Its gonna be a minute for more
Cyanide
I like sonic
Niko fuck off
We will be speaking in this chat when were in college

This chat is immortal
Its impossible
No
Never
This is hilarious
Please never let this chat die
Hey guys
You are straight
Hi Stan
Im a woman Stan
Woman moment

Its cropped
she literally womt let me
There

I missed it
How dare you delete that
12am is midnight
What up helo
Thats 12am
Im like he
17:38
Midnight
37:35:00
26:01:00
Those are different times
That would be am dumbass
Midnight
12:00 PM
6:15 call time
When do we need to be at may fiasco tomorrow
Oh ok I see now
Grape pants
Yes niko like the voices
Raisin max
Oh like the voices
Eternal fold
"In other words you will never get rid of the wrinkles They will keep on coming and haunt your life forever There is no escape"
You will warp time
Become prune
You will wrinkle
They will haunt you
The wrinkles never stop
Endless amounts of wrinkle
Forever wrinkles
No max the wrinkles will never go away
Then keep it cuffed for the whole night
until we iron it again
Do it
Yeah thats the point
Thats actually fucking dumb
Itll be fine
like theres no going back
Its not gonna make it super wrinkly
shes says if i cuff them theyll be cuffed for the night
Wym for the night
Like that steam shit or what ever
i meant for the night
yes dude
Okay Max Im very sorry
Has ur mom never heard of an iron
I win
lmao
dont heart that micah
Gotta watch out for those
Permanent wrinkles
Well your mothers a bitch dont listen to her
no she means for the night
also she says that khakis arent meant to be cuffed and im lole bro
They make irons for that
Bro u better ask\f0\9f\a5\b5\f0\9f\a5\b5
Finna ask up
Finna ask up
wrinkle
not crease
she says i will crease them
Thats hot niko
THEY KISSED
WOOOOOOOOO
Fuck it
YEAHHBHHHHH
Cuff them max




L
nvm mom yelled at me bc i cuffed them lol
ight ty
Cuffed are nice mate
do cuffed khakis look better or nah
Hows my fit

"\""actor\"":\""Matt James\""}]""""[{\uri\"":\""messages/inbox/how_vf1xo8bkpa/photos/182790559_107709911387325_3626226597049151964_n_2173615179461307jpg\""""\""creation_timestamp\"":1620343700}]"""
Watch out
Also Im dressing up as kosta 1 day next week
Everyone days
Nikos right
Its a life style
Melissa Csak/Rohrig is awesome
Not even
Everyone days
Thats just a fit

Niko not everyone wears crocs and shorts and T-shirts everyday

Wym he looks good
Y the fuck r u dressed up
fit

I like Melissa idk what u on
rocket thing is real yeah
Fair
Fucking hate her
Shes my bitch bio teacher
Ballcsak
But i agree
I dont know who melissa is
Bitch
Serves her right
I could land on Melissas house
Or
It will probably just land in the ocean
But just the thought that it can crash anywhere at anytime
No i know its almost impossible
Dont he scarred
Did u read the IGN post
Thats actually scary
I hope it hits Melissas house
Lets just hope it doesnt hit north canton Ohio
 -rocket-crash-long-march-5bamphtml
Its landing in ohio i did thr calculations
Were desd
Welp
Its very real
Yes
Is the rocket thing real





quick front flip while we can

leaving the arena

Front flip
imagine if i didnt press record hahaa

Crazy
Do it for the vine
just did one
Do a backflip
Rip max
ill lyk how it goes
Rip
Max just drove into a tornado

update
I dont understand

you know how in video games when the scenery changes when you enter the boss area
guys
HOLY SHIT

Will he do it


What
Kim i want to troll
Nikos fault \f0\9f\a4\b7\e2\80\8d\e2\99\82\ef\b8\8f
I want to leave again
Pay rick penis
Thats disgusting
Jesus christ nik
Hot

How did I know
It was supposed to go to just niko
Were going to
We cant gloss over what john just sent
Im on myth busters
He messaged me first which is the best part
Hes on mythbusters
Tom brady hasnt responded to me yet
Whos is that
I am real
Nice
Its real
Real
Tory belleci

Yes
Do
Clean
Good smith
How i do
Clean my smith
How did i do
Cleaned my smiths


Clean af
how did i do
cleaned my smiths



wait how did it call 3 times LOL
it said to call you back
Video call ended
Bro
Video call started
Video call ended
Video call started
Video call ended
Video call started
comments say est
ill check
Idk what time zone
Video call ended
sick
Video call started
12 midnight
No it comes out tonight
the song
mb kosta
john si it out
\f0\9f\98\82
Hey max
Video call ended
Video call started


Meet me in the commons when ur done and we can head out
I should be out soon
I have been released
Amoung

Our job doesnt pay us enough to build a chair
My job doesnt pay me enough to build a house
4 dollars
That would cost so much to make
No
r u fr building a house or no
Everybody
Summer project whos building it with me\f0\9f\a5\b5
Id live there


He has built
I had so much time I designed dahouse
It really was
That shit was so easy
I was just joking
No im still here
Did they let you out early mateo
I dont see you
Where are you max
"Hes not in the commons guys
i checked"
Im in the commons
Im done with the first one
Are you guys out of the first session yet
Yeah we get out at like 11 nvm
Ill ask when I get there
I actually dont know
Uhhh let me check
When do you get done
Ok
We get done at 12
Who wanna get food after testing

kosta
is it something to do w britain
i dont get ut

getting absolutely wasted on da sponge
Absolute unit
Micah
ice cream trucks fear him

Dude thats like 9 billion dollars
Holy shit

"but sponsors etc"
maybe only counting in game sales 9bn
thought it would be more tbh

Whats Minecraft

andymallamacifanclub


 -tF7y6bKaIo
The myth buster
He is here


W
I beat Matt to math class

I finally achieved my life long goal

Lol I get it
Why are you like this
"Me: can i have a turn on the hedge

Hedgehog: no"

Bees are essential guys


Its funny
I dont care
And I totally would
Sophia took it
"Niko dont wear that crown you might actually get the shit slapped out of you"


Spongebob sus!

Micah
I Liked
Your welcome
Hey thanks man
I like the face at the end
Go like this bc its funny
